code,question,year,paper,topic1,subtopic1,topic2,subtopic2,topic3,subtopic3,graph?,word_prob?
03Q,"The resistance of a platinum wire at a temperature T​$ ^{\circ}$C measured on a gas scale is given by $ R(T)=R​_{0​}(1+ a T+bT​^{2}​)$ .
What temperature will the platinum thermometer indicate when the temperature on the gas scale is $ 200​^{\circ}$C ? (take a $ =3.8 \times 10^{-3}$ ​ and $ b=-5.6 \times 10^{-7}$ ​)",1999,1,Heat,Thermometers,.,.,.,.,0,0
03R,What is the coefficient of thermal conductivity of a material?,1999,1,Heat,Thermal Conduction,.,.,.,.,0,1
03S,The temperature difference between the inside and outside of a room is $ 25​^{\circ}$C . The room has a window of an area $ 2$ m$ ​^{2}$ and the thickness of the window material is $ 2$ mm. Calculate the heat flow through the window if the coefficient of thermal conductivity of the window material is $ 0.5$ SI units.,1999,1,Heat,Thermal Conduction,.,.,.,.,0,0
03T,Write down the equation of state of an ideal gas defining all the symbols used.,1999,1,Properties of Matter,Kinetic Theory of Gases,.,.,.,.,0,1
03U,"If the root-mean-square velocity of a hydrogen molecule at $ 0​ ^{\circ}$C is $ 1840$ m$/$s, find the root-mean-square velocity of the molecule at $ 100​ ^{\circ}$ ​ $ C$ .",1999,1,Properties of Matter,Kinetic Theory of Gases,.,.,.,.,0,0
03V,What is the difference between refraction and diffraction as applied to waves?,1999,1,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,1
03W,A parallel beam containing two wavelengths $ 600$ nm and $ 602$ nm is incident on a diffraction grating with $ 400$ lines per mm. Calculate the angular separation of the first order spectrum of the two wavelengths. ($ 1$ nm $ =10^{-9}$ m),1999,1,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,0
03X,What is a “Doppler Effect”?,1999,1,Vibrations and Waves,Doppler Effect,.,.,.,.,0,1
03Y,A whistle sound of frequency $ 1200$ Hz was directed to an approaching train moving at $ 48$ km$/$h​ . The whistle-man then listened to the beats between the emitted sound and that reflected from the train. What is the beat frequency detected by the whistle-man?,1999,1,Vibrations and Waves,Doppler Effect,.,.,.,.,0,0
03Z,Explain why an uncharged metal is attracted by a charged one?,1999,1,Electrostatics,The Electric Field,.,.,.,.,0,1
40,Charges $ Q​_{1}=1.2 \times 10$ ​$ E-12$ C and $ Q​_{2}=-4 \times 10$ ​ $ -12$ C are placed $ 5.0$ m apart in air. A third charge $ Q​_{3}=1 \times 10^{-14}$ C is introduced midway between them. Find the resultant force on the third charge.,1999,1,Electrostatics,The Electric Field,.,.,.,.,0,0
41,State Kirchhoff’s laws of circuit analysis,1999,1,Current Electricity,Electric Conduction in Metals,.,.,.,.,0,1
42,"### PICTURE $ 1$ ###
Determine the magnitudes of $ I​_{1​}$ and $ I​_{3​}$ .",1999,1,.,.,.,.,.,.,1,0
43,"Write down an expression for the forces on an electron when moving perpendicular to: an electric field
Write down an expression for the forces on an electron when moving perpendicular to: a magnetic field.",1999,1,Electrostatics,Electric Potential,.,.,.,.,0,1
44,An electron is moving in a uniform electric field of intensity $ 1.2 \times 10^5$ Vm​ $ -1$ .  Find the acceleration of the electron.,1999,1,Electrostatics,Electric Potential,.,.,.,.,0,0
45,What is a resonant frequency of an oscillator?,1999,1,Current Electricity,Alternating Current (ac),.,.,.,.,0,1
46,"Consider the LRC series circuit. The r.m.s. voltages across each component are as shown.
### PICTURE $ 2$ ###
Calculate:
The r.m.s. current passing through $ R$ .
The resonant frequency for the values of $ L$ , $ C$ and $ R$ .",1999,1,Current Electricity,Alternating Current (ac),.,.,.,.,1,0
47,Draw the symbol of $ n-p-n$ transistor.,1999,1,Electronics,Transistors,.,.,.,.,0,0
48,"Distinguish between insulators, semi-conductors and metals as far as conduction is concerned.",1999,1,Electronics,Semiconductors,.,.,.,.,0,1
49,What is the “work function” of a metal?,1999,1,.,.,.,.,.,.,0,1
04A,The work function of a metal is $ 2.0$ eV. Calculate the stopping potential when the metal is illuminated by light of frequency of $ 6.0 \times 10^{14}$ Hz.,1999,1,.,.,.,.,.,.,0,0
04B,What is nuclear fusion ,1999,1,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
04C,What is nuclear fission?,1999,1,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
04D,"### PICTURE $ 3$ ###
In the following nuclear reactions find the values of $ x$ , $ y$ and $ z$ .
",1999,1,Atomic Physics,Nuclear Physics,.,.,.,.,1,0
04E,Identify two basic rules of dimensional analysis.,2019,1,Measurement,Physical Quantities,.,.,.,.,0,1
04F,"The frequency $ n$ of vibration of a stretched string is a function of its tension $ F$ , the length, $ l$ and mass per unit length $ m$ . Use the method of dimensions to derive the formula relating the stated physical quantities.",2019,1,Measurement,Physical Quantities,.,.,.,.,0,0
04G,What causes systematic errors in an experiment? Give four points. ,2019,1,Measurement,Errors,.,.,.,.,0,1
04H,"Estimate the numerical value of drag force $ D= 1/2 C \rho  A V^{2}$ with its associated error given that the measurements of the quantities $ C$ , $ A$ , $ \rho $ and $ v$ were recorded as $ (10\pm 0.00)$ unit less $ (5\pm 0.2) $ cm$ ^{2}$ , $ (15\pm 0.15)$ g$/$cm$ ^{3}$ and $ (3\pm 0.5)$ cm$/$sec$ ^{2}$ respectively. ",2019,1,Measurement,Errors,.,.,.,.,0,0
04I,"A rocket of mass $ 20$ kg has $ 180$ kg of fuel. If the exhaust velocity of the fuel is $ 1.6$ km/sec, calculate;
(i) The minimum rate of fuel consumption that enable the rocket to rise from the ground. 
(ii) The ultimate vertical speed gained by the rocket when the rate of fuel consumption ts $ 2$ kg/sec. ",2019,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,0
04J,Determine the least number of pieces required to stop the bullet if a rifle bullet loses $ 1/20$ of its velocity when passing through them.,2019,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,0
04K,"A man of $ 100$ kg jumps into a swimming pool from a height of $ 5$ m. If it takes $ O.4$ seconds for the water in a pool to reduce its velocity to zero, what average force did  the water exert on the man? ",2019,1,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,0
04L,Justify the statement that projectile motion is two dimensional motion.,2019,1,Mechanics,Projectile Motion,.,.,.,.,0,1
04M,"A rocket was launched with a velocity of $ 50$ m$/$s from the surface of the moon at an angle of $ 40^{\circ}$ to the horizontal, Calculate the horizontal distance covered  after half time of flight.",2019,1,Mechanics,Projectile Motion,.,.,.,.,0,0
04N,"Show that the angle of projection $ \theta ^{\circ}$ for a projectile launched from the origin is given by $ \theta ^{\circ}= tan^{-1}(4h_{m}/R)$ , where $ R$ stand for horizontal range and $ h_{m}$ is the maximum vertical height.",2019,1,Mechanics,Projectile Motion,.,.,.,.,0,0
04O,Determine the angle of projection for which the horizontal range of a projectile is $ 4\sqrt{3}$ times its maximum height. ,2019,1,Mechanics,Projectile Motion,.,.,.,.,0,0
04P,Provide two typical examples of simple harmonic motion (S.H.M). ,2019,1,Mechanics,Simple Harmonic Motion,.,.,.,.,0,1
04Q,Why the velocity and acceleration of a body executing simple harmonic motion are out of phase? ,2019,1,Mechanics,Simple Harmonic Motion,.,.,.,.,0,1
04R,"The period of a particle executing simple harmonic motion (S.H.M) is $ 3$ seconds. If its amplitude is $ 25$ cm, calculate the time taken by the particle to move a distance of $ 12.5$ cm on either side from the mean position.",2019,1,Mechanics,Simple Harmonic Motion,.,.,.,.,0,0
04S,A person weighing $ 50$ kg stands on a platform which oscillates with a frequency of $ 2$ Hz and of amplitude $ 0.05$ m. Find his/her minimum weight as recorded by a machine of the platform. ,2019,1,Mechanics,Simple Harmonic Motion,.,.,.,.,0,0
04T,In which aspect does circular motion differ from linear motion? ,2019,1,Mechanics,Uniform Circular Motion,.,.,.,.,0,1
04U,Why there must be a force acting on a particle moving with uniform speed in a circular path? ,2019,1,Mechanics,Uniform Circular Motion,.,.,.,.,0,1
04V,"The Figure below  shows a particle moving in a semi-circular path AB of radius $ 6$ m with constant speed of $ 12$ m$/$s. Calculate its average velocity. 
### Insert Figure Here ###",2019,1,Mechanics,Uniform Circular Motion,.,.,.,.,1,0
04W,"A stone tied to the end of string $ 80$ cm long, is whirled in a horizontal circle with a constant speed making $ 25$ revolutions in $ 14$ seconds. Determine the magnitude of its acceleration. ",2019,1,Mechanics,Uniform Circular Motion,.,.,.,.,0,0
04X,Why the weight of a body becomes zero at the centre of the earth? ,2019,1,Mechanics,Gravitation,.,.,.,.,0,1
04Y,How far above the earth surface does the value of acceleration due to gravity becomes $ 36\%$ of its value on the surface? ,2019,1,Mechanics,Gravitation,.,.,.,.,0,0
04Z,Compute the period of revolution of a satellite revolving in a circular orbit at a height of $ 3400$ km above the Earth’s surface. ,2019,1,Mechanics,Gravitation,.,.,.,.,0,0
50,"Prove that the angular momentum fora satellite of mass $ M_{s}$ revolving round the
earth of mass $ M_{e}$ in an orbit of radius $ r$ is equal to $ (G M_{e}$  $ M_{s}^{2}r)^{1/2}$ .",2019,1,Mechanics,Gravitation,.,.,.,.,0,0
51,Why water is preferred as a cooling agent in many automobiles?,2019,1,Heat,First Law of Thermodynamics,.,.,.,.,0,1
52,A thermometer has wrong calibration as it reads the melting point of ice as $ -10^{\circ}$C . If it reads $ 40^{\circ}$C in a place where the temperature reads $ 30^{\circ}$C , determine the boiling point of water on this scale.,2019,1,Heat,Thermometers,.,.,.,.,0
53,Analyze  three practical applications of thermal expansion of solids in daily life situations.,2019,1,Heat,First Law of Thermodynamics,.,.,.,.,0,1
54,"A closed metal vessel containing water at $ 75^{\circ}$C , has a surface area of $ 0.5$ m$ ^{2}$ and uniform thickness of $ 4.0$ mm.  If its outside temperature is $ 15^{\circ}$C , calculate the head loss per minute by conduction.",2019,1,Heat,Thermal Conduction,.,.,.,.,0,0
55,"Sketch the graph to illustrates how the energy radiated by a black body is distributed among various wavelengths. 
What information would be drawn from the graph above? Give three points.",2019,1,Heat,Thermal Radiation,.,.,.,.,0,1
56,Why stainless steel cooking pans are made with extra copper at the bottom?,2019,1,Heat,First Law of Thermodynamics,.,.,.,.,0,1
57,At what temperature will the filament of a $ 10$ W lamp operate if it is supposed to be a perfectly black body of area  $ 1 $ cm$ ^{2}$ ? ,2019,1,Heat,Thermal Radiation,.,.,.,.,0,0
58,Elaborate three significance of dielectric material in a capacitor. ,2019,1,Electrostatics,Capacitance,.,.,.,.,0,1
59,Give the reason behind a loss of electrical energy when two capacitors are joined either in series or parallel. ,2019,1,Electrostatics,Capacitance,.,.,.,.,0,1
05A,A researcher has $ 2$ g of gold and wishes to form it into a wire having a resistance of $ 80\Omega $ at $ 0^{\circ}$C . How long should the wire be? ,2019,1,Current Electricity,Electric Conduction in Metals,.,.,.,.,0,0
05B,What is the potential difference between two points if $ 5$ Joules of work are required to move $ 10$ Coulombs from one point to another? ,2019,1,Electrostatics,Electric Potential,.,.,.,.,0,0
05C,Why does a room light turn on at once when the switch is closed? Give comment.,2019,1,.,.,.,.,.,.,0,1
05D,A current of $ 3.0$ mA flows in a Television resistor $ R$ when a potential difference of $ 6.0$ V is connected across its terminals. Determine the value of conductance.,2019,1,.,.,.,.,.,.,0,0
05E,"The circuit diagram in the Figure below contains a capacitor, resistors and three cells of negligible internal resistance.
### Insert Figure here ###
Compute;
(i) The current passing through $ 3\Omega $ resistor. 
(ii) The charge on the capacitor. ",2019,1,Electrostatics,Capacitance,.,.,.,.,1,0
05F,Why transistors can not be used as rectifiers? ,2019,1,Electronics,Transistors,.,.,.,.,0,1
05G,"In NPN transistor circuit the collector current is $ 5$ mA. If $ 95\%$ of the emitted electrons reach the collector region, calculate the base current. ",2019,1,Electronics,Transistors,.,.,.,.,0,0
05H,What causes damage to transistors? ,2019,1,Electronics,Transistors,.,.,.,.,0,1
05I,"Construct the truth table for the circuit diagram shown in the Figure below. 
### Insert Figure here ###",2019,1,Electronics,Logic Gates,.,.,.,.,1,1
05J,"Distinguish between inverting OP-AMP and non-inverting OP-AMP. 
Give one application of each type of OP-AMP described above.",2019,1,Electronics,Operational Amplifiers,.,.,.,.,0,1
05K,"Figure $ 4$ shows the diagram of a non-inverting amplifier with input and output voltages
### Insert Figure Here ###
Determine the closed loop voltage gain, $ G_{ain}$ of the amplifier given that $ G_{ain}=1+ R2/R1$ .
Use the Figure to show how the given expression above is derived. ",2019,1,Electronics,Operational Amplifiers,.,.,.,.,1,0
05L,Identify three basic elements of a communication system. ,2019,1,Electronics,Telecommunication,.,.,.,.,0,1
05M,Why sky waves are not used for transmission of TV signals? ,2019,1,Electronics,Telecommunication,.,.,.,.,0,1
05N,"The Figure below shows the essential components of a transmitter for radio broadcasting.
### Insert Figure here ###
What role does each of the component labeled $ A$ , $ B$ , $ C$ , $ D$ , and $ E$ play to facilitate the communication system?",2019,1,Electronics,Telecommunication,.,.,.,.,1,0
05O,What 's meant by epicentre and wind belt as used in Geophysics? ,2019,1,Environmental Physics,.,.,.,.,.,0,1
05P,Give two positive effects of wind on plant growth.,2019,1,Environmental Physics,Agricultural Physics,.,.,.,.,0,1
05Q,"Identify three types of seismic waves.
Outline two characteristics of each type of wave described above.
",2019,1,Environmental Physics,Earthquakes,.,.,.,.,0,1
05R,State Bernoulli's theorem for the horizontal flow. ,2017,2,Fluid Dynamics,Bernoulli's Principle,.,.,.,.,0,1
05S,On which principle does the Bernoulli's theorem based. ,2017,2,Fluid Dynamics,Bernoulli's Principle,.,.,.,.,0,1
05T,"A pipe is running full of water. At a certain point $ A$ , it tapers from $ 30$ cm diameter to $ 10$ cm diameter at $ B$ , the pressure difference between point $ A$ and $ B$ is $ 100$ cm of water column. Find the rate of flow of water through the pipe. ",2017,2,Fluid Dynamics,Bernoulli's Principle,.,.,.,.,0,0
05U,What is the terminal velocity?,2017,2,.,.,.,.,.,.,0,1
05V,Derive an expression for the terminal velocity of a spherical body falling  from rest through a viscous fluid. ,2017,2,Fluid Dynamics,Viscosity and Turbulent Flow,.,.,.,.,0,1
05W,"Two capillaries of the same length and radii in the ratio of $ 1$:$ 2$ are connected in series and the liquid flow through the system under stream line conditions. If the pressure across the two extreme ends of the combination is  $ 1$ m of water, what is the pressure difference across the first capillary?",2017,2,Fluid Dynamics,Bernoulli's Principle,.,.,.,.,0,0
